0.914056643867134,1
0.49058589606918,1
0.844963501356961,1
0.488128240574221,1
0.092603586246989,0
0.268721676299944,0
0.683544553655144,1
0.477037706087122,0
0.491403761893523,1
0.397082085049186,0
0.384664133088021,0
0.496893535478165,1
0.680902521001147,1
0.662478512128803,1
0.515981409604967,1
0.191205700771637,0
0.959019149974339,1
0.292328904484669,0
0.328853949537073,0
0.717407025476176,1
0.282938931991105,0
0.638972424764522,1
0.205334065463805,0
0.231230634776086,0
0.162740703830529,0
0.635969380204397,1
0.647177241803221,1
0.684032583031168,1
0.772528832095942,1
0.709146186839037,1
0.566945906264176,1
0.116555781328881,0
0.922298179484393,1
0.121451090883325,0
0.301122743262058,0
0.749694947122716,1
0.309393878931359,0
0.73846327516231,1
0.334522057665596,0
0.886977628934698,1
0.559186591864037,1
0.405036641373546,0
0.279348836840578,0
0.430227257006314,0
0.405753849881841,0
0.501191555312496,1
0.20354394446688,0
0.129180003413309,0
0.762866638048076,1
0.251250737929646,0
0.140635320608903,0
0.162086489909528,0
0.928489391009841,1
0.345529931911979,0
0.400138697533615,0
0.838997411469354,1
0.296967284793982,0
0.228509663549073,0
0.306579809114786,0
0.690587927965079,1
0.281644338599191,0
0.220870741300828,0
0.263418086697375,0
0.356240189888708,0
0.155929136155816,0
0.901693812453693,1
0.246914958005827,0
0.462599419991462,0
0.124578253183775,0
0.355381598920798,0
0.218112287697546,0
0.839824307171099,1
0.634426092108104,1
0.462152252297437,0
0.864446079061094,1
0.54553428211127,1
0.281266982743504,0
0.361885176760869,0
0.140501099743427,0
0.626693957013876,1
0.966378782732543,1
0.40504255618836,0
0.738089118405677,1
0.402327893811234,0
0.282208937429391,0
0.674623572317666,1
0.30057720126758,0
0.181975102826294,0
0.742614429791713,1
0.755213138594217,1
0.545387317132037,1
0.637439718590613,1
0.645992576885016,1
0.214056096156306,0
0.431929605479102,0
0.416136815200519,0
0.114641063461375,0
0.938585936888584,1
0.606477518767863,1
0.257098160386563,0
